replicate,rate_per_day,rate_per_30_days
2295,15.83801,475.140306
2296,16.219388,486.581633
2297,13.642857,409.285714
2298,12.901786,387.053571
2299,16.103316,483.09949
2300,14.117985,423.539541
2301,14.684311,440.529337
2302,15.804209,474.126276
2303,15.060587,451.817602
2304,15.367347,461.020408
2305,19.098852,572.965561
2306,13.088648,392.659439
2307,14.418367,432.55102
2308,14.704719,441.141582
2309,10.841199,325.235969
2310,17.576531,527.295918
2311,14.086097,422.582908
2312,16.408801,492.264031
2313,20.470663,614.119898
2314,13.752551,412.576531
2315,15.939413,478.182398
2316,16.481505,494.445153
2317,13.320791,399.623724
2318,14.184949,425.548469
2319,13.450255,403.507653
2320,13.092474,392.774235
2321,13.815051,414.451531
2322,15.670281,470.108418
2323,14.659439,439.783163
2324,14.549107,436.473214
2325,11.53125,345.9375
2326,14.896684,446.90051
2327,12.740434,382.21301
2328,16.276786,488.303571
2329,12.720026,381.600765
2330,18.356505,550.695153
2331,11.315051,339.451531
2332,18.259566,547.78699
2333,14.669005,440.070153
2334,14.473852,434.215561
2335,13.908163,417.244898
2336,11.210459,336.313776
2337,15.359056,460.771684
2338,15.679209,470.376276
2339,15.157526,454.725765
2340,13.860332,415.809949
2341,15.854592,475.637755
2342,14.871173,446.135204
2343,16.610969,498.329082
2344,14.653699,439.610969
2345,12.803571,384.107143
2346,13.34949,400.484694
2347,11.653061,349.591837
2348,13.604592,408.137755
2349,12.893495,386.804847
2350,14.93176,447.952806
2351,12.670281,380.108418
2352,13.36352,400.905612
2353,15.359694,460.790816
2354,15.193878,455.816327
2355,18.598852,557.965561
2356,14.278061,428.341837
2357,14.692602,440.778061
2358,14.058036,421.741071
2359,13.967474,419.024235
2360,14.052296,421.568878
2361,14.777423,443.322704
2362,11.970026,359.100765
2363,14.026786,420.803571
2364,11.865434,355.96301
2365,12.044005,361.320153
2366,14.692602,440.778061
2367,14.313776,429.413265
2368,12.973852,389.215561
2369,12.877551,386.326531
2370,13.990434,419.71301
2371,12.776148,383.284439
2372,14.144133,424.32398
2373,13.137117,394.11352
2374,13.896046,416.881378
2375,14.361607,430.848214
2376,17.677934,530.33801
2377,12.704082,381.122449
2378,12.330357,369.910714
2379,16.060587,481.817602
2380,12.329082,369.872449
2381,11.989796,359.693878
2382,12.302934,369.08801
2383,20.260204,607.806122
2384,14.862245,445.867347
2385,11.334821,340.044643
2386,14.340561,430.216837
2387,12.694515,380.835459
2388,15.19324,455.797194
2389,13.769133,413.07398
2390,13.42602,402.780612
2391,12.899235,386.977041
2392,13.826531,414.795918
2393,13.459184,403.77551
2394,15.227679,456.830357
2395,12.643495,379.304847
2396,16.177296,485.318878
2397,12.334821,370.044643
2398,15.692602,470.778061
2399,16.272959,488.188776
2400,12.802296,384.068878
2401,11.78699,353.609694
2402,14.464923,433.947704
2403,11.936224,358.086735
2404,16.653061,499.591837
2405,11.656888,349.706633
2406,14.602679,438.080357
2407,12.759566,382.78699
2408,16.870536,506.116071
2409,15.093112,452.793367
2410,15.835459,475.063776
2411,13.730867,411.92602
2412,15.528061,465.841837
2413,11.479592,344.387755
2414,14.089923,422.697704
2415,16.88074,506.422194
2416,15.685587,470.567602
2417,17.115434,513.46301
2418,14.304847,429.145408
2419,13.028699,390.860969
2420,15.481505,464.445153
2421,16.607781,498.233418
2422,12.455357,373.660714
2423,13.120536,393.616071
2424,16.404974,492.149235
2425,15.742985,472.289541
2426,14.445791,433.373724
2427,12.782526,383.475765
2428,11.910714,357.321429
2429,13.38648,401.594388
2430,14.279974,428.399235
2431,14.909439,447.283163
2432,18.492985,554.789541
2433,13.248724,397.461735
2434,15.100128,453.003827
2435,12.052934,361.58801
2436,10.439413,313.182398
2437,13.59949,407.984694
2438,16.686224,500.586735
2439,13.521046,405.631378
2440,13.327806,399.834184
2441,13.097577,392.927296
2442,11.975765,359.272959
2443,13.598214,407.946429
2444,15.308036,459.241071
2445,16.373724,491.211735
2446,15.003189,450.095663
2447,13.4375,403.125
2448,13.029337,390.880102
2449,14.033801,421.014031
2450,12.129464,363.883929
2451,16.018495,480.554847
2452,11.677934,350.33801
2453,12.231505,366.945153
2454,15.52551,465.765306
2455,15.774872,473.246173
2456,14.072066,422.16199
2457,13.45727,403.718112
2458,12.163903,364.917092
2459,13.666454,409.993622
2460,14.419643,432.589286
2461,13.294643,398.839286
2462,14.455995,433.679847
2463,13.478316,404.34949
2464,15.217474,456.524235
2465,13.779337,413.380102
2466,14.666454,439.993622
2467,12.152423,364.572704
2468,12.998724,389.961735
2469,12.719388,381.581633
2470,13.845663,415.369898
2471,13.431122,402.933673
2472,12.678571,380.357143
2473,13.98852,419.655612
2474,14.334184,430.02551
2475,12.899235,386.977041
2476,14.329082,429.872449
2477,14.466199,433.985969
2478,13.535077,406.052296
2479,13.842474,415.274235
2480,14.431122,432.933673
2481,14.719388,441.581633
2482,13.552934,406.58801
2483,9.822066,294.66199
2484,14.822066,444.66199
2485,15.730867,471.92602
2486,13.757653,412.729592
2487,11.035714,331.071429
2488,12.181122,365.433673
2489,13.649235,409.477041
2490,14.32398,429.719388
2491,12.014031,360.420918
2492,12.427296,372.818878
2493,13.834821,415.044643
2494,11.372449,341.173469
2495,12.90051,387.015306
2496,12.628189,378.845663
2497,15.310587,459.317602
2498,10.867347,326.020408
2499,13.178571,395.357143
2500,13.830357,414.910714
2501,14.076531,422.295918
2502,12.795281,383.858418
2503,15.759566,472.78699
2504,11.899235,356.977041
2505,12.520408,375.612245
2506,12.359694,370.790816
2507,10.619898,318.596939
2508,12.544643,376.339286
2509,13.421556,402.646684
2510,12.03699,361.109694
2511,14.91199,447.359694
2512,13.061862,391.855867
2513,14.628827,438.864796
2514,12.266582,367.997449
2515,14.34949,430.484694
2516,16.805485,504.164541
2517,12.903061,387.091837
2518,13.414541,402.436224
2519,14.228316,426.84949
2520,12.54273,376.281888
2521,14.301658,429.049745
2522,13.669005,410.070153
2523,15.855867,475.67602
2524,15.087372,452.621173
2525,15.194515,455.835459
2526,14.737883,442.13648
2527,15.727679,471.830357
2528,13.379464,401.383929
2529,14.598214,437.946429
2530,14.094388,422.831633
2531,12.50574,375.172194
2532,13.184311,395.529337
2533,13.803571,414.107143
2534,13.357143,400.714286
2535,13.799107,413.973214
2536,14.655612,439.668367
2537,12.748724,382.461735
2538,14.119898,423.596939
2539,14.340561,430.216837
2540,14.563138,436.894133
2541,15.059949,451.798469
2542,13.398597,401.957908
2543,12.836097,385.082908
2544,18.339923,550.197704
2545,16.029337,480.880102
2546,13.669643,410.089286
2547,14.111607,423.348214
2548,15.720663,471.619898
2549,14.426658,432.799745
2550,12.423469,372.704082
2551,13.896684,416.90051
2552,17.909439,537.283163
2553,12.999362,389.980867
2554,13.004464,390.133929
2555,12.09949,362.984694
2556,14.888393,446.651786
2557,14.510204,435.306122
2558,13.265944,397.978316
2559,17.490434,524.71301
2560,14.204719,426.141582
2561,13.357143,400.714286
2562,16.169005,485.070153
2563,15.251276,457.538265
2564,12.519133,375.57398
2565,11.350128,340.503827
2566,13.616709,408.501276
2567,11.675383,350.26148
2568,12.890306,386.709184
2569,13.176658,395.299745
2570,17.434949,523.048469
2571,16.484056,494.521684
2572,16.390944,491.728316
2573,16.374362,491.230867
2574,14.76977,443.093112
2575,11.711735,351.352041
2576,14.529337,435.880102
2577,13.278699,398.360969
2578,15.23023,456.906888
2579,12.758291,382.748724
2580,13.952168,418.565051
2581,12.672832,380.184949
2582,13.440051,403.201531
2583,13.495536,404.866071
2584,13.502551,405.076531
2585,13.142857,394.285714
2586,13.850128,415.503827
2587,14.918367,447.55102
2588,13.949617,418.48852
2589,13.285714,398.571429
2590,13.137755,394.132653
2591,10.811224,324.336735
2592,11.135842,334.075255
2593,13.137117,394.11352
2594,13.114796,393.443878
2595,13.532526,405.975765
2596,13.200255,396.007653
2597,13.68176,410.452806
2598,15.423469,462.704082
2599,15.748087,472.442602
2600,12.235969,367.079082
2601,14.47449,434.234694
2602,14.387117,431.61352
2603,18.122449,543.673469
2604,13.489158,404.674745
2605,11.274235,338.227041
2606,13.725128,411.753827
2607,16.167092,485.012755
2608,14.584821,437.544643
2609,15.260842,457.825255
2610,15.643495,469.304847
2611,13.470663,404.119898
2612,14.465561,433.966837
2613,14.91199,447.359694
2614,15.200893,456.026786
2615,14.383291,431.498724
2616,13.006378,390.191327
2617,10.904974,327.149235
2618,12.742347,382.270408
2619,13.548469,406.454082
2620,14.311224,429.336735
2621,13.223214,396.696429
2622,13.691964,410.758929
2623,13.817602,414.528061
2624,12.657526,379.725765
2625,15.033801,451.014031
2626,13.821429,414.642857
2627,14.096939,422.908163
2628,11.807398,354.221939
2629,10.57398,317.219388
2630,13.106505,393.195153
2631,14.351403,430.542092
2632,16.030612,480.918367
2633,15.617347,468.520408
2634,12.465561,373.966837
2635,14.433036,432.991071
2636,16.001276,480.038265
2637,13.703444,411.103316
2638,11.70727,351.218112
2639,13.436862,403.105867
2640,11.340561,340.216837
2641,12.829719,384.891582
2642,12.177934,365.33801
2643,13.352041,400.561224
2644,11.34949,340.484694
2645,12.535714,376.071429
2646,11.656888,349.706633
2647,13.231505,396.945153
2648,13.217474,396.524235
2649,16.077806,482.334184
2650,17.384566,521.53699
2651,14.601403,438.042092
2652,12.396046,371.881378
2653,14.588648,437.659439
2654,14.490434,434.71301
2655,13.233418,397.002551
2656,15.981505,479.445153
2657,12.672194,380.165816
2658,13.336097,400.082908
2659,16.203444,486.103316
2660,12.719388,381.581633
2661,14.654974,439.649235
2662,13.124362,393.730867
2663,15.449617,463.48852
2664,12.933036,387.991071
2665,13.484694,404.540816
2666,15.003827,450.114796
2667,11.352041,340.561224
2668,12.177296,365.318878
2669,16.237245,487.117347
2670,10.60523,318.156888
2671,17.597577,527.927296
2672,17.13648,514.094388
2673,14.776148,443.284439
2674,13.004464,390.133929
2675,14.66199,439.859694
2676,14.566964,437.008929
2677,14.47449,434.234694
2678,14.714923,441.447704
2679,12.744898,382.346939
2680,12.764031,382.920918
2681,14.202806,426.084184
2682,15.220026,456.600765
2683,11.460459,343.813776
2684,10.936224,328.086735
2685,15.508929,465.267857
2686,17.304847,519.145408
2687,14.418367,432.55102
2688,14.341837,430.255102
2689,14.012755,420.382653
2690,13.964286,418.928571
2691,13.092474,392.774235
2692,15.492347,464.770408
2693,16.549107,496.473214
2694,10.966837,329.005102
2695,13.884566,416.53699
2696,12.427934,372.83801
2697,12.814413,384.432398
2698,13.325255,399.757653
2699,13.751276,412.538265
2700,12.628827,378.864796
2701,17.068878,512.066327
2702,11.790179,353.705357
2703,13.700893,411.026786
2704,14.880102,446.403061
2705,11.584821,347.544643
2706,13.909439,417.283163
2707,13.672832,410.184949
2708,13.317602,399.528061
2709,15.57398,467.219388
2710,15.920281,477.608418
2711,12.71875,381.5625
2712,14.228954,426.868622
2713,15.332908,459.987245
2714,12.936224,388.086735
2715,13.455995,403.679847
2716,11.828444,354.853316
2717,12.767857,383.035714
2718,14.892219,446.766582
2719,12.822704,384.681122
2720,14.611607,438.348214
2721,13.259566,397.78699
2722,12.095026,362.850765
2723,14.050383,421.51148
2724,14.526148,435.784439
2725,12.859056,385.771684
2726,16.395408,491.862245
2727,13.433673,403.010204
2728,16.104592,483.137755
2729,11.598852,347.965561
2730,13.904974,417.149235
2731,15.239796,457.193878
2732,12.825893,384.776786
2733,15.751276,472.538265
2734,13.194515,395.835459
2735,16.475765,494.272959
2736,13.210459,396.313776
2737,12.585459,377.563776
2738,14.404337,432.130102
2739,13.283801,398.514031
2740,14.686862,440.605867
2741,13.958546,418.756378
2742,14.698342,440.950255
2743,13.422832,402.684949
2744,11.134566,334.03699
2745,11.970026,359.100765
2746,14.060587,421.817602
2747,14.832908,444.987245
2748,14.772321,443.169643
2749,15.285714,458.571429
2750,11.123087,333.692602
2751,13.34375,400.3125
2752,15.540816,466.22449
2753,14.450893,433.526786
2754,17.27551,518.265306
2755,13.946429,418.392857
2756,13.008291,390.248724
2757,12.672194,380.165816
2758,12.129464,363.883929
2759,13.737883,412.13648
2760,12.370536,371.116071
2761,13.126276,393.788265
2762,14.89477,446.843112
2763,14.609056,438.271684
2764,16.185587,485.567602
2765,14.453444,433.603316
2766,17.553571,526.607143
2767,14.867985,446.039541
2768,12.694515,380.835459
2769,10.739158,322.174745
2770,14.119898,423.596939
2771,15.202806,456.084184
2772,14.087372,422.621173
2773,15.168367,455.05102
2774,14.753189,442.595663
2775,13.654974,409.649235
2776,14.040816,421.22449
2777,15.282526,458.475765
2778,14.967474,449.024235
2779,16.23023,486.906888
2780,13.309949,399.298469
2781,14.533163,435.994898
2782,13.267219,398.016582
2783,12.875,386.25
2784,13.649872,409.496173
2785,12.49426,374.827806
2786,13.733418,412.002551
2787,13.628827,408.864796
2788,16.935587,508.067602
2789,12.572704,377.181122
2790,13.941327,418.239796
2791,13.557398,406.721939
2792,16.218112,486.543367
2793,12.66199,379.859694
2794,14.788265,443.647959
2795,16.045918,481.377551
2796,12.808036,384.241071
2797,15.834821,475.044643
2798,14.757653,442.729592
2799,13.42602,402.780612
2800,13.109056,393.271684
2801,15.169643,455.089286
2802,13.098852,392.965561
2803,15.945153,478.354592
2804,15.38074,461.422194
2805,15.357781,460.733418
2806,16.925383,507.76148
2807,13.479592,404.387755
2808,12.006378,360.191327
2809,11.120536,333.616071
2810,13.544005,406.320153
2811,11.166454,334.993622
2812,13.11926,393.577806
2813,13.043367,391.30102
2814,12.070153,362.104592
2815,14.433673,433.010204
2816,12.737245,382.117347
2817,16.5625,496.875
2818,12.434949,373.048469
2819,14.038903,421.167092
2820,13.311862,399.355867
2821,13.097577,392.927296
2822,13.440689,403.220663
2823,13.669643,410.089286
2824,13.26977,398.093112
2825,16.43176,492.952806
2826,14.879464,446.383929
2827,11.835459,355.063776
2828,12.088648,362.659439
2829,14.98852,449.655612
2830,12.839923,385.197704
2831,14.916454,447.493622
2832,14.160077,424.802296
2833,12.799107,383.973214
2834,15.35523,460.656888
2835,13.857781,415.733418
2836,15.188138,455.644133
2837,11.835459,355.063776
2838,12.126913,363.807398
2839,13.552934,406.58801
2840,12.882015,386.460459
2841,15.950255,478.507653
2842,13.827806,414.834184
2843,13.038265,391.147959
2844,12.589286,377.678571
2845,13.73852,412.155612
2846,13.51977,405.593112
2847,13.611607,408.348214
2848,15.660714,469.821429
2849,13.765944,412.978316
2850,14.327168,429.815051
2851,14.835459,445.063776
2852,11.931122,357.933673
2853,14.240434,427.21301
2854,13.315051,399.451531
2855,13.371173,401.135204
2856,14.325255,429.757653
2857,12.022321,360.669643
2858,14.352041,430.561224
2859,12.61926,378.577806
2860,17.47449,524.234694
2861,12.59949,377.984694
2862,15.313776,459.413265
2863,15.247449,457.423469
2864,11.794643,353.839286
2865,15.053571,451.607143
2866,16.034439,481.033163
2867,13.757015,412.710459
2868,15.938776,478.163265
2869,12.362245,370.867347
2870,10.608418,318.252551
2871,13.226403,396.792092
2872,16.28125,488.4375
2873,14.088648,422.659439
2874,14.00574,420.172194
2875,16.73852,502.155612
2876,12.380102,371.403061
2877,13.58801,407.640306
2878,13.42602,402.780612
2879,13.418367,402.55102
2880,16.54273,496.281888
2881,12.745536,382.366071
2882,12.528061,375.841837
2883,13.411352,402.340561
2884,13.270408,398.112245
2885,13.786352,413.590561
2886,12.45727,373.718112
2887,14.678571,440.357143
2888,11.811862,354.355867
2889,14.429209,432.876276
2890,13.126913,393.807398
2891,14.378189,431.345663
2892,13.19324,395.797194
2893,18.110969,543.329082
2894,12.948342,388.450255
2895,14.111607,423.348214
2896,16.267219,488.016582
2897,15.17602,455.280612
2898,14.758291,442.748724
2899,14.642857,439.285714
2900,16.865434,505.96301
2901,14.848214,445.446429
2902,11.880102,356.403061
2903,14.300383,429.01148
2904,10.404974,312.149235
2905,12.501276,375.038265
2906,9.778699,293.360969
2907,14.55102,436.530612
2908,13.516582,405.497449
2909,12.632653,378.979592
2910,13.961097,418.832908
2911,14.200893,426.026786
2912,15.957908,478.737245
2913,13.049745,391.492347
2914,13.530612,405.918367
2915,13.353954,400.618622
2916,12.306122,369.183673
2917,15.769133,473.07398
2918,16.403699,492.110969
2919,13.148597,394.457908
2920,13.266582,397.997449
2921,13.554847,406.645408
2922,14.21875,426.5625
2923,12.628189,378.845663
2924,14.160714,424.821429
2925,14.955357,448.660714
2926,13.08801,392.640306
2927,11.901148,357.034439
2928,12.94898,388.469388
2929,14.934311,448.029337
2930,16.147959,484.438776
2931,17.470026,524.100765
2932,11.896046,356.881378
2933,13.419005,402.570153
2934,14.821429,444.642857
2935,14.293367,428.80102
2936,16.619898,498.596939
2937,13.365434,400.96301
2938,12.552296,376.568878
2939,14.914541,447.436224
2940,14.165816,424.97449
2941,13.295281,398.858418
2942,14.960459,448.813776
2943,15.339286,460.178571
2944,15.973852,479.215561
2945,12.248087,367.442602
2946,17.929209,537.876276
2947,15.227041,456.811224
2948,13.112883,393.38648
2949,10.139031,304.170918
2950,15.945791,478.373724
2951,14.368622,431.058673
2952,10.254464,307.633929
2953,16.735969,502.079082
2954,12.190689,365.720663
2955,13.617985,408.539541
2956,13.441964,403.258929
2957,16.282526,488.475765
2958,15.145408,454.362245
2959,12.565689,376.970663
2960,13.1875,395.625
2961,14.257653,427.729592
2962,15.892857,476.785714
2963,14.857781,445.733418
2964,11.254464,337.633929
2965,12.858418,385.752551
2966,13.254464,397.633929
2967,12.043367,361.30102
2968,11.879464,356.383929
2969,11.683036,350.491071
2970,14.764031,442.920918
2971,16.385842,491.575255
2972,12.074617,362.23852
2973,12.61352,378.405612
2974,12.141582,364.247449
2975,12.415179,372.455357
2976,13.207908,396.237245
2977,15.366709,461.001276
2978,12.617985,378.539541
2979,12.652423,379.572704
2980,16.203444,486.103316
2981,13.567602,407.028061
2982,12.824617,384.73852
2983,15.712372,471.371173
2984,13.040179,391.205357
2985,15.21875,456.5625
2986,13.684949,410.548469
2987,14.806122,444.183673
2988,12.690689,380.720663
2989,13.998087,419.942602
2990,14.597577,437.927296
2991,16.086097,482.582908
2992,11.320153,339.604592
2993,12.719388,381.581633
2994,16.081633,482.44898
2995,13.034439,391.033163
2996,15.676658,470.299745
2997,13.630102,408.903061
2998,14.836097,445.082908
2999,13.658801,409.764031
3000,11.204082,336.122449
3001,13.572704,407.181122
3002,13.436224,403.086735
3003,14.288265,428.647959
3004,15.239796,457.193878
3005,13.031888,390.956633
3006,14.970663,449.119898
3007,12.709184,381.27551
3008,13.570791,407.123724
3009,15.366709,461.001276
3010,14.952806,448.584184
3011,18.520408,555.612245
3012,13.835459,415.063776
3013,16.750638,502.519133
3014,15.360332,460.809949
3015,13.242985,397.289541
3016,14.331633,429.94898
3017,13.271684,398.15051
3018,15.158801,454.764031
3019,18.228316,546.84949
3020,12.316327,369.489796
3021,13.990434,419.71301
3022,15.240434,457.21301
3023,16.732143,501.964286
3024,13.621173,408.635204
3025,14.140306,424.209184
3026,11.577168,347.315051
3027,12.825255,384.757653
3028,13.764031,412.920918
3029,13.148597,394.457908
3030,14.894133,446.82398
3031,13.890944,416.728316
3032,14.917092,447.512755
3033,13.066327,391.989796
3034,13.462372,403.871173
3035,13.043367,391.30102
3036,13.36926,401.077806
3037,12.574617,377.23852
3038,13.410077,402.302296
3039,15.463648,463.909439
3040,12.399872,371.996173
3041,13.779974,413.399235
3042,12.278061,368.341837
3043,16.361607,490.848214
3044,14.085459,422.563776
3045,14.032526,420.975765
3046,13.239158,397.174745
3047,12.112883,363.38648
3048,18.85523,565.656888
3049,13.223214,396.696429
3050,16.567602,497.028061
3051,14.265306,427.959184
3052,13.557398,406.721939
3053,12.540179,376.205357
3054,13.36926,401.077806
3055,12.002551,360.076531
3056,15.184949,455.548469
3057,12.519133,375.57398
3058,16.38074,491.422194
3059,11.403061,342.091837
3060,15.860969,475.829082
3061,12.985332,389.559949
3062,14.99426,449.827806
3063,13.878827,416.364796
3064,14.79273,443.781888
3065,11.487883,344.63648
3066,13.612883,408.38648
3067,15.315689,459.470663
3068,14.664541,439.936224
3069,13.934311,418.029337
3070,16.399872,491.996173
3071,15.265306,457.959184
3072,13.054847,391.645408
3073,11.517857,345.535714
3074,14.417092,432.512755
3075,13.813776,414.413265
3076,14.28125,428.4375
3077,13.485969,404.579082
3078,14.679209,440.376276
3079,12.473214,374.196429
3080,12.337372,370.121173
3081,13.676658,410.299745
3082,11.674107,350.223214
3083,15.135204,454.056122
3084,13.259566,397.78699
3085,15.097577,452.927296
3086,13.212372,396.371173
3087,15.621173,468.635204
3088,13.176658,395.299745
3089,13.746811,412.404337
3090,13.76977,413.093112
3091,10.924745,327.742347
3092,12.086097,362.582908
3093,14.985969,449.579082
3094,15.079082,452.372449
3095,14.356505,430.695153
3096,14.977679,449.330357
3097,13.934949,418.048469
3098,17.776786,533.303571
3099,13.547194,406.415816
3100,15.559311,466.779337
3101,10.98023,329.406888
3102,14.835459,445.063776
3103,14.359694,430.790816
3104,13.190051,395.701531
3105,16.134566,484.03699
3106,13.889031,416.670918
3107,15.231505,456.945153
3108,11.78699,353.609694
3109,14.418367,432.55102
3110,15.987883,479.63648
3111,11.794005,353.820153
3112,17.742347,532.270408
3113,15.94324,478.297194
3114,16.004464,480.133929
3115,14.80102,444.030612
3116,14.889031,446.670918
3117,11.874362,356.230867
3118,13.614796,408.443878
3119,12.709184,381.27551
3120,12.485969,374.579082
3121,13.638393,409.151786
3122,13.532526,405.975765
3123,11.565051,346.951531
3124,15.657526,469.725765
3125,14.152423,424.572704
3126,11.348852,340.465561
3127,18.309311,549.279337
3128,15.325893,459.776786
3129,12.852041,385.561224
3130,14.125638,423.769133
3131,12.040179,361.205357
3132,15.430485,462.914541
3133,12.61926,378.577806
3134,14.805485,444.164541
3135,11.745536,352.366071
3136,12.515944,375.478316
3137,12.820791,384.623724
3138,11.956633,358.69898
3139,15.989158,479.674745
3140,14.051658,421.549745
3141,14.097577,422.927296
3142,14.086097,422.582908
3143,14.382653,431.479592
3144,15.277423,458.322704
3145,15.570153,467.104592
3146,12.439413,373.182398
3147,13.149235,394.477041
3148,14.223214,426.696429
3149,11.054847,331.645408
3150,9.876276,296.288265
3151,13.621811,408.654337
3152,17.572704,527.181122
3153,14.573342,437.200255
3154,14.680485,440.414541
3155,14.693878,440.816327
3156,13.896046,416.881378
3157,14.48023,434.406888
3158,14.558036,436.741071
3159,15.800383,474.01148
3160,12.984056,389.521684
3161,14.633929,439.017857
3162,13.913903,417.417092
3163,18.10523,543.156888
3164,13.76148,412.844388
3165,11.477041,344.311224
3166,14.814413,444.432398
3167,12.288265,368.647959
3168,13.781888,413.456633
3169,17.15625,514.6875
3170,13.746811,412.404337
3171,14.317602,429.528061
3172,13.669643,410.089286
3173,13.904974,417.149235
3174,15.641582,469.247449
3175,13.524235,405.727041
3176,13.638393,409.151786
3177,12.911352,387.340561
3178,11.887755,356.632653
3179,14.964286,448.928571
3180,14.002551,420.076531
3181,12.220026,366.600765
3182,14.33227,429.968112
3183,13.257653,397.729592
3184,12.245536,367.366071
3185,13.579719,407.391582
3186,14.151786,424.553571
3187,15.007015,450.210459
3188,16.132653,483.979592
3189,12.585459,377.563776
3190,13.473214,404.196429
3191,13.354592,400.637755
3192,13.783163,413.494898
3193,12.018495,360.554847
3194,14.019133,420.57398
3195,15.464286,463.928571
3196,13.95727,418.718112
3197,17.154337,514.630102
3198,16.185587,485.567602
3199,13.455357,403.660714
3200,13.08227,392.468112
3201,15.069515,452.085459
3202,14.716199,441.485969
3203,12.069515,362.085459
3204,11.80676,354.202806
3205,16.596939,497.908163
3206,15.200893,456.026786
3207,14.160714,424.821429
3208,14.396684,431.90051
3209,12.593112,377.793367
3210,12.901786,387.053571
3211,13.100765,393.022959
3212,11.379464,341.383929
3213,14.475128,434.253827
3214,13.398597,401.957908
3215,12.598852,377.965561
3216,13.932398,417.971939
3217,14.701531,441.045918
3218,13.776148,413.284439
3219,14.811862,444.355867
3220,13.91199,417.359694
3221,16.970663,509.119898
3222,13.304209,399.126276
3223,12.607781,378.233418
3224,11.890306,356.709184
3225,13.697066,410.91199
3226,17.896684,536.90051
3227,14.192602,425.778061
3228,11.686862,350.605867
3229,11.971301,359.139031
3230,14.796556,443.896684
3231,12.500638,375.019133
3232,15.282526,458.475765
3233,14.670281,440.108418
3234,14.524872,435.746173
3235,13.555485,406.664541
3236,14.563776,436.913265
3237,16.201531,486.045918
3238,13.305485,399.164541
3239,14.997449,449.923469
3240,15.689413,470.682398
3241,12.966199,388.985969
3242,13.579082,407.372449
3243,14.54273,436.281888
3244,14.021684,420.65051
3245,13.642857,409.285714
3246,13.328444,399.853316
3247,12.034439,361.033163
3248,12.766582,382.997449
3249,14.197704,425.931122
3250,16.52551,495.765306
3251,12.455357,373.660714
3252,14.491071,434.732143
3253,14.910714,447.321429
3254,13.075893,392.276786
3255,12.957908,388.737245
3256,12.352041,370.561224
3257,13.549745,406.492347
3258,13.403061,402.091837
3259,13.903061,417.091837
3260,16.183673,485.510204
3261,12.96301,388.890306
3262,13.145408,394.362245
3263,15.698342,470.950255
3264,14.21875,426.5625
3265,13.774235,413.227041
3266,11.387755,341.632653
3267,12.647321,379.419643
3268,12.119898,363.596939
3269,16.71301,501.390306
3270,11.765306,352.959184
3271,14.126276,423.788265
3272,15.387755,461.632653
3273,11.29273,338.781888
3274,15.69898,470.969388
3275,13.606505,408.195153
3276,12.280612,368.418367
3277,14.074617,422.23852
3278,14.764668,442.940051
3279,15.734694,472.040816
3280,11.746811,352.404337
3281,14.02551,420.765306
3282,13.180485,395.414541
3283,16.746173,502.385204
3284,15.163903,454.917092
3285,15.918367,477.55102
3286,15.120536,453.616071
3287,15.887755,476.632653
3288,13.710459,411.313776
3289,11.920281,357.608418
3290,15.274235,458.227041
3291,14.856505,445.695153
3292,12.401786,372.053571
3293,16.547832,496.434949
3294,13.195153,395.854592
3295,12.802296,384.068878
3296,15.808036,474.241071
3297,13.368622,401.058673
3298,13.479592,404.387755
3299,13.885842,416.575255
3300,13.176658,395.299745
3301,13.928571,417.857143
3302,12.325893,369.776786
3303,13.472577,404.177296
3304,16.054209,481.626276
3305,11.110332,333.309949
3306,12.674745,380.242347
3307,12.253827,367.614796
3308,14.610332,438.309949
3309,12.534439,376.033163
3310,13.433673,403.010204
3311,9.478954,284.368622
3312,13.779974,413.399235
3313,10.94898,328.469388
3314,12.139668,364.190051
3315,14.865434,445.96301
3316,14.517857,435.535714
3317,12.475128,374.253827
3318,14.834821,445.044643
3319,12.180485,365.414541
3320,16.44898,493.469388
3321,14.001913,420.057398
3322,15.126276,453.788265
3323,12.801658,384.049745
3324,12.766582,382.997449
3325,13.019133,390.57398
3326,13.156888,394.706633
3327,13.5,405.0
3328,13.43176,402.952806
3329,13.653061,409.591837
3330,11.569515,347.085459
3331,12.824617,384.73852
3332,17.777423,533.322704
3333,13.345663,400.369898
3334,15.920918,477.627551
3335,12.013393,360.401786
3336,14.322066,429.66199
3337,12.383291,371.498724
3338,16.491071,494.732143
3339,13.752551,412.576531
3340,16.413265,492.397959
3341,14.270408,428.112245
3342,13.22449,396.734694
3343,13.172194,395.165816
3344,14.248087,427.442602
3345,15.346939,460.408163
3346,13.679209,410.376276
3347,13.552934,406.58801
3348,10.243622,307.308673
3349,13.029337,390.880102
3350,14.123087,423.692602
3351,15.046556,451.396684
3352,17.045918,511.377551
3353,11.873724,356.211735
3354,14.28699,428.609694
3355,14.449617,433.48852
3356,14.546556,436.396684
3357,10.405612,312.168367
3358,13.486607,404.598214
3359,13.607781,408.233418
3360,15.244898,457.346939
3361,12.505102,375.153061
3362,10.618622,318.558673
3363,12.684311,380.529337
3364,15.65051,469.515306
3365,16.186224,485.586735
3366,15.184949,455.548469
3367,13.67602,410.280612
3368,13.17602,395.280612
3369,15.914541,477.436224
