statistic,n_weeks,bootstrap_reps,seed,theta_hat_rate_per_day,theta_hat_rate_per_30_days,bootstrap_mean_rate_per_day,bootstrap_sd_rate_per_day,percentile_ci_low_per_day,percentile_ci_high_per_day,bca_ci_low_per_day,bca_ci_high_per_day,bca_z0,bca_acceleration,bca_adjusted_quantile_low,bca_adjusted_quantile_high
weekly_block_bootstrap_rate_per_day,224,10000,20260605,14.649235,439.477041,13.930729,1.581933,11.1103,17.324011,12.52551,20.054606,0.498403,0.040623,0.189093,0.99938
