id,date,type,model,status,lost_by,nearest_location,geo,latitude,longitude,unit,tags,comment,sources,photos
8463,2022-09-12,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,Kharkiv oblast,,,,,"Z, Damaged, ☐",,,
8464,2022-09-12,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,"Izium, Izium raion","49.174603,37.277642",49.174603,37.277642,15th Guards Motor Rifle Regiment,Z,,,
8465,2022-09-12,Rocket and missile artillery,220mm BM-1 (for TOS-1A 'Solntsepek'),Destroyed,Russia,"Izium, Izium raion","49.191949,37.259232",49.191949,37.259232,,"Turretless, Shattered, Z, ☐",,,
8466,2022-09-12,Transport,Ural-4320 water tanker,Captured,Russia,"Izium, Izium raion",,,,Rosgvardiya,V,,,
8467,2022-09-12,Airplanes,Su-25SM close air support aircraft,Destroyed,Russia,"Millerovo airbase, Millerovo raion","48.95892,40.31273",48.95892,40.31273,266th Separate Assault Aviation Regiment,,,,
8469,2022-09-12,Drones,'Orlan-10' reconnaissance UAV,Destroyed,Russia,Kharkiv oblast,,,,,Shattered,,,
8471,2022-09-12,Transport,Ural-4320,Destroyed,Russia,"Izium, Izium raion",,,,15th Guards Motor Rifle Regiment,,,,
8472,2022-09-12,Transport,Ural-4320,Captured,Russia,"Izium, Izium raion",,,,Moskva (ex-Western) Military District,,,,
8478,2022-09-12,Infantry fighting vehicles,MT-LB(V),Destroyed,Russia,"Brazhkivka, Izium raion",,,,,,,,
8479,2022-09-12,Infantry fighting vehicles,MT-LB(V),Destroyed,Russia,"Brazhkivka, Izium raion",,,,,,,,
8501,2022-09-12,Tanks,T-72B,Captured,Russia,"Izium, Izium raion","49.18873,37.25429",49.18873,37.25429,237th Guards Tank Regiment,,,,
8510,2022-09-12,Tanks,T-72B3,Captured,Russia,Kharkiv oblast,,,,2nd Guards Motor Rifle Division,,,,
8513,2022-09-12,Tanks,T-80BV,Captured,Russia,Kharkiv oblast,,,,,"Z, Mine plow/roller",,,
8517,2022-09-12,Tanks,T-80BV,Destroyed,Russia,"Velyka Komyshuvakha, Izium raion","49.12167,37.02077",49.12167,37.02077,38th Separate Guards Motor Rifle Brigade,"Turretless, Shattered, V",,,
8525,2022-09-12,Tanks,T-80U,Captured,Russia,"Sulyhivka, Izium raion","49.014417,37.235833",49.014417,37.235833,4th Guards Tank Division,Z,,,
8534,2022-09-12,Engineering,UR-77 'Meteorit' mine-clearing vehicle,Captured,Russia,Kharkiv oblast,,,,2nd Guards Motor Rifle Division,Z,,,
8547,2022-09-12,Infantry fighting vehicles,BMP-2(K),Captured,Russia,"Izium raion, Kharkiv oblast",,,,,"V, Damaged",,,
8559,2022-09-12,Infantry fighting vehicles,BTR-80,Captured,Russia,Kharkiv oblast,,,,,,,,
8565,2022-09-12,"Command posts, communication",R-149MA3 command and staff vehicle,Captured,Russia,Kharkiv oblast,,,,1st Guards Motor Rifle Regiment,,,,
8566,2022-09-12,"Command posts, communication",R-149MA3 command and staff vehicle,Captured,Russia,Kharkiv oblast,,,,1st Guards Motor Rifle Regiment,,,,
8567,2022-09-12,"Command posts, communication",R-149MA3 command and staff vehicle,Captured,Russia,"Izium raion, Kharkiv oblast",,,,1st Guards Motor Rifle Regiment,,,,
8570,2022-09-12,Transport,Ural-63706-0122 'Tornado-U',Captured,Russia,"Balakliia, Izium raion",,,,,"Z, Damaged",,,
8596,2022-09-12,Tanks,T-72B3,Captured,Russia,"Shevchenkove (Shevchenkove rada), Kupiansk raion",,,,11th Separate Tank Regiment,Z,,,
8614,2022-09-12,Anti-aircraft systems,MT-LB(V) with ZU-23 AA gun,Captured,Russia,Kharkiv oblast,,,,,"Z, ☐",,,
8666,2022-09-12,"Ambulances, medical vehicles",AS-4350.1 medical vehicle,Captured,Russia,"Izium, Izium raion","49.1886461892663,37.25381112441829",49.1886461892663,37.25381112441829,237th Guards Tank Regiment,"Z, ☐, KUNG",,,
8669,2022-09-12,Transport,KamAZ 6x6,Captured,Russia,"Izium, Izium raion",,,,Moskva (ex-Western) Military District,"Z, Additional armour",,,
8685,2022-09-12,Infantry fighting vehicles,MT-LBVM(K),Destroyed,Russia,Kharkiv oblast,,,,68th Motor Rifle Division (ex-25th Brigade),"Turretless, Z, ☐",,,
8703,2022-09-12,Infantry fighting vehicles,MT-LBVM(K),Destroyed,Russia,Kharkiv oblast,,,,,O,,,
8717,2022-09-12,"Command posts, communication",R-149MA3 command and staff vehicle,Captured,Russia,Kharkiv oblast,,,,1st Guards Motor Rifle Regiment,Z,,,
8722,2022-09-12,Engineering,KrAZ-255 (for PMP floating bridge system),Destroyed,Russia,"Bairak, Izium raion",,,,,,,,
8759,2022-09-12,Infantry fighting vehicles,BRM-1(K) reconnaissance vehicle,Captured,Russia,"Hlynske, Izium raion",,,,,Z,,,
8817,2022-09-12,Transport,Ural-4320,Destroyed,Russia,"Izium, Izium raion",,,,,,,,
8843,2022-09-12,Tanks,T-80BV,Destroyed,Russia,"Brazhkivka, Izium raion",,,,,Mine plow/roller,,,
8844,2022-09-12,Tanks,T-80BV,Destroyed,Russia,"Brazhkivka, Izium raion",,,,,Turretless,,,
8934,2022-09-12,Tanks,T-80UE-1,Destroyed,Russia,"Mala Komyshuvakha, Izium raion","49.099963,37.214651",49.099963,37.214651,4th Guards Tank Division,Turretless,,,
8999,2022-09-12,"Command posts, communication",R-149MA1 command and staff vehicle,Captured,Russia,Kharkiv oblast,,,,27th Separate Guards Motor Rifle Brigade,Z,,,
9129,2022-09-12,Tanks,T-72B3 Obr. 2016,Captured,Russia,"Brazhkivka, Izium raion","49.02299,37.18074",49.02299,37.18074,26th Guards Tank Regiment,,,,
9244,2022-09-12,Tanks,T-80BV,Captured,Russia,"Mala Komyshuvakha, Izium raion","49.0995,37.2166",49.0995,37.2166,423rd Motor Rifle Regiment,Z,,,
9499,2022-09-12,Infantry fighting vehicles,BMP-1(P),Captured,Russia,Kharkiv oblast,,,,144th Guards Motor Rifle Division,Z,,,
9854,2022-09-12,Transport,KamAZ 6x6,Captured,Russia,Kharkiv oblast,,,,Moskva (ex-Western) Military District,Damaged,,,
10074,2022-09-12,Transport,Ural-4320,Destroyed,Russia,"Brazhkivka, Izium raion",,,,,,,,
10131,2022-09-12,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,"Dolyna, Kramatorsk raion",,,,,Turretless,,,
10602,2022-09-12,Rocket and missile artillery,122mm 2B17M BM-21-1 (for 9K51M 'Tornado-G'),Destroyed,Russia,"Kamianka, Izium raion","49.127930,37.301270",49.12793,37.30127,,Z,,,
14180,2022-09-12,Infantry fighting vehicles,BMP-2(K),Captured,Russia,"Izium, Izium raion",,,,4th Guards Tank Division,Damaged,,,
15398,2022-09-12,"Command posts, communication",R-381T2M radio monitoring station (for R-381TM 'Taran-M' signals intelligence complex),Destroyed,Russia,Kharkiv oblast,,,,,,,,
18811,2022-09-12,Infantry fighting vehicles,MT-LB(V),Captured,Russia,"Izium, Izium raion","49.17785,37.24871",49.17785,37.24871,,Z,,,
22877,2022-09-12,Engineering,River link pontoon (for PMP(-M) floating bridge system),Destroyed,Russia,"Bairak, Izium raion",,,,,,,,
8505,2022-09-13,Tanks,T-72B3,Destroyed,Russia,Kharkiv oblast,,,,,Turretless,,,
8506,2022-09-13,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,Kharkiv oblast,,,,,Turretless,,,
8507,2022-09-13,Tanks,T-72B,Destroyed,Russia,Kharkiv oblast,,,,,"Turretless, Shattered",,,
8511,2022-09-13,Tanks,T-72B3 Obr. 2016,Captured,Russia,Kharkiv oblast,,,,26th Guards Tank Regiment,,,,
8512,2022-09-13,Tanks,T-80BV,Captured,Russia,Kharkiv oblast,,,,423rd Motor Rifle Regiment,Z,,,
8518,2022-09-13,Tanks,T-80BV,Captured,Russia,Kharkiv oblast,,,,,Z,,,
8520,2022-09-13,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,,Z,,,
8521,2022-09-13,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,,Z,,,
8522,2022-09-13,Tanks,T-80BV,Captured,Russia,"Mala Komyshuvakha, Izium raion","49.09941,37.2155",49.09941,37.2155,12th Guards Tank Regiment,Z,,,
8523,2022-09-13,Tanks,T-80BV,Captured,Russia,"Mala Komyshuvakha, Izium raion","49.10149,37.21787",49.10149,37.21787,12th Guards Tank Regiment,"Z, Damaged",,,
8526,2022-09-13,Tanks,T-80BV,Captured,Russia,Kharkiv oblast,,,,12th Guards Tank Regiment,Z,,,
8527,2022-09-13,Tanks,T-80BV,Captured,Russia,Kharkiv oblast,,,,,,,,
8528,2022-09-13,"Command posts, communication",R-149MA1 command and staff vehicle,Captured,Russia,"Izium, Izium raion",,,,,Damaged,,,
8529,2022-09-13,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Captured,Russia,"Vovchansk, Chuhuiv raion",,,,69th Guards Motor Rifle Division (ex-138th Brigade),Z,,,
8530,2022-09-13,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,Kharkiv oblast,,,,856th Self-Propelled Artillery Regiment,"Z, ☐",,,
8536,2022-09-13,Self-propelled artillery,GAZ-66 with 2B9 'Vasilek' automatic mortar,Destroyed,Russia,"Kamianka, Izium raion",,,,,Z,,,
8539,2022-09-13,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Damaged,Russia,Kharkiv oblast,,,,,,,,
8541,2022-09-13,"Radars, jammers",R-934BMV jamming station (for RB-301B 'Borisoglebsk-2'),Captured,Russia,Kharkiv oblast,,,,2nd Guards Motor Rifle Division,,,,
8542,2022-09-13,Infantry fighting vehicles,MT-LBVM(K),Captured,Russia,"Bilohirka, Beryslav raion","47.198111,33.136528",47.198111,33.136528,,Z,,,
8543,2022-09-13,Infantry fighting vehicles,MT-LB(V),Captured,Russia,"Izium, Izium raion",,,,,Cope cage,,,
8545,2022-09-13,Infantry fighting vehicles,BMP-2(K),Captured,Russia,"Bohorodychne, Kramatorsk raion","49.02475,37.50358",49.02475,37.50358,38th Separate Guards Motor Rifle Brigade,Damaged,,,
8548,2022-09-13,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,488th Motor Rifle Regiment,Z,,,
8549,2022-09-13,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,488th Motor Rifle Regiment,"Z, V, ∆",,,
8550,2022-09-13,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,488th Motor Rifle Regiment,Damaged,,,
8551,2022-09-13,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,,"Z, PL-1",,,
8552,2022-09-13,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,488th Motor Rifle Regiment,Z,,,
8553,2022-09-13,Infantry fighting vehicles,BMP-2M 'Berezhok',Destroyed,Russia,"Bohorodychne, Kramatorsk raion","49.02238,37.51028",49.02238,37.51028,,,,,
8555,2022-09-13,Infantry fighting vehicles,BMD-2,Destroyed,Russia,"Vysokopillia, Beryslav raion","47.49195,33.54499",47.49195,33.54499,VDV (Russian Airborne Forces),"Turretless, Shattered, Z, V",,,
8558,2022-09-13,Infantry fighting vehicles,BTR-82A(M),Captured,Russia,Donetsk oblast,,,,,,,,
8560,2022-09-13,Infantry mobility vehicles,ASN-233115 'Tigr-M SpN',Destroyed,Russia,"Nechvolodivka, Kupiansk raion","49.702763,37.497441",49.702763,37.497441,,,,,
8561,2022-09-13,Infantry mobility vehicles,GAZ-233014 'Tigr',Destroyed,Russia,"Nechvolodivka, Kupiansk raion","49.702746,37.497266",49.702746,37.497266,,,,,
8562,2022-09-13,Infantry mobility vehicles,AMN-233114 'Tigr-M' with 'Arbalet-DM',Destroyed,Russia,"Nechvolodivka, Kupiansk raion","49.702670,37.497528",49.70267,37.497528,,,,,
8563,2022-09-13,"Command posts, communication",BMD-1KSh-A command and staff vehicle,Captured,Russia,Kherson oblast,,,,331st Guards Airborne Regiment,"Z, O, V",,,
8564,2022-09-13,"Command posts, communication",R-149MA3 command and staff vehicle,Destroyed,Russia,"Izium raion, Kharkiv oblast",,,,1st Guards Motor Rifle Regiment,Z,,,
8568,2022-09-13,Transport,Ural-4320,Destroyed,Russia,Kharkiv oblast,,,,,Z,,,
8569,2022-09-13,Transport,2F510A transport vehicle (for 2S12 'Sani' mortar),Destroyed,Russia,"Vysokopillia, Beryslav raion","47.48696,33.52163",47.48696,33.52163,,Z,,,
8571,2022-09-13,Transport,KamAZ 6x6,Captured,Russia,"Balakliia, Izium raion",,,,,"V, Damaged",,,
8574,2022-09-13,Other,Unknown vehicle,Destroyed,Russia,"Sukha Kamianka, Izium raion",,,,,,,,
8585,2022-09-13,Tanks,T-72B,Captured,Russia,"Pasika, Izium raion",,,,,Z,,,
8601,2022-09-13,Tanks,T-72B3 Obr. 2016,Captured,Russia,Kharkiv oblast,,,,26th Guards Tank Regiment,Z,,,
8608,2022-09-13,Tanks,T-80U,Captured,Russia,Kharkiv oblast,,,,4th Guards Tank Division,,,,
8610,2022-09-13,Infantry fighting vehicles,MT-LB(V),Destroyed,Russia,"Bohorodychne, Kramatorsk raion","49.02418,37.50694",49.02418,37.50694,,V,,,
8636,2022-09-13,"Command posts, communication",R-149MA1 command and staff vehicle,Captured,Russia,Kharkiv oblast,,,,2nd Guards Motor Rifle Division,,,,
8637,2022-09-13,Transport,Ural-4320,Captured,Russia,Kharkiv oblast,,,,,,,,
8649,2022-09-13,"Command posts, communication",MP-2IM signals vehicle,Captured,Russia,Kharkiv oblast,,,,2nd Guards Motor Rifle Division,Z,,,
8650,2022-09-13,"Command posts, communication",R-149MA3 command and staff vehicle,Captured,Russia,"Izium, Izium raion",,,,1st Guards Motor Rifle Regiment,,,,
8668,2022-09-13,Transport,KamAZ 6x6,Captured,Russia,"Izium, Izium raion","49.19712,37.25691",49.19712,37.25691,,"V, Damaged",,,
8682,2022-09-13,Tanks,T-80BV,Captured,Russia,"Mala Komyshuvakha, Izium raion","49.100372,37.217347",49.100372,37.217347,26th Guards Tank Regiment,Z,,,
8689,2022-09-13,Transport,2F510A transport vehicle (for 2S12 'Sani' mortar),Destroyed,Russia,Kharkiv oblast,,,,2nd Guards Motor Rifle Division,Z,,,
8767,2022-09-13,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,488th Motor Rifle Regiment,,,,
8770,2022-09-13,Infantry fighting vehicles,BTR-70M,Captured,Russia,Kharkiv oblast,,,,,,,,
8950,2022-09-13,"Command posts, communication",R-149MA3 command and staff vehicle,Captured,Russia,Kharkiv oblast,,,,1st Guards Motor Rifle Regiment,,,,
8959,2022-09-13,Transport,Ural-4320,Destroyed,Russia,"Balakliia, Izium raion",,,,752nd Motor Rifle Regiment,Z,,,
8969,2022-09-13,"Ambulances, medical vehicles",AS-4350.1 medical vehicle,Destroyed,Russia,"Balakliia, Izium raion",,,,752nd Motor Rifle Regiment,"Z, KUNG",,,
8970,2022-09-13,Transport,2F510A transport vehicle (for 2S12 'Sani' mortar),Captured,Russia,Kharkiv oblast,,,,,Z,,,
8987,2022-09-13,Transport,KamAZ 6x6 with MM-501 armoured module,Destroyed,Russia,"Nechvolodivka, Kupiansk raion","49.703507,37.497747",49.703507,37.497747,Rosgvardiya,,,,
9026,2022-09-13,Tanks,T-72B3 Obr. 2016,Captured,Russia,"Izium, Izium raion",,,,26th Guards Tank Regiment,"Z, Flipped",,,
9044,2022-09-13,"Command posts, communication",R-149MA3 command and staff vehicle,Captured,Russia,"Izium, Izium raion","49.217716,37.268208",49.217716,37.268208,1st Guards Motor Rifle Regiment,PL-1,,,
9247,2022-09-13,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,"Mala Komyshuvakha, Izium raion","49.080083,37.216611",49.080083,37.216611,,"Turretless, Shattered",,,
9513,2022-09-13,Engineering,BREM-1(M) armoured recovery vehicle,Captured,Russia,"Izium raion, Kharkiv oblast",,,,,Z,,,
9525,2022-09-13,Transport,KamAZ 6x6,Captured,Russia,Kharkiv oblast,,,,,Z,,,
9763,2022-09-13,Infantry fighting vehicles,BMP-2(K),Captured,Russia,"Izium raion, Kharkiv oblast",,,,488th Motor Rifle Regiment,"Z, PL-1, ☐",,,
11049,2022-09-13,Tanks,T-80BV,Captured,Russia,"Mala Komyshuvakha, Izium raion","49.09954,37.21626",49.09954,37.21626,,,,,
12938,2022-09-13,Infantry fighting vehicles,BTR-80,Destroyed,Russia,"Davydiv Brid, Beryslav raion","47.239088,33.195703",47.239088,33.195703,,,,,
14847,2022-09-13,Engineering,8T210 crane,Captured,Russia,Kharkiv oblast,,,,488th Motor Rifle Regiment,Z,,,
14848,2022-09-13,Engineering,MTP-A2.1 recovery vehicle,Captured,Russia,Kharkiv oblast,,,,488th Motor Rifle Regiment,,,,
14849,2022-09-13,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,488th Motor Rifle Regiment,"Z, Damaged",,,
26407,2022-09-13,Tanks,T-72B,Captured,Russia,Kharkiv oblast,,,,,Z,,,
6781,2022-09-14,Infantry fighting vehicles,BMP-2(K),Captured,Russia,"Dibrivne, Izium raion",,,,,"V, Damaged",,,
8537,2022-09-14,"Command posts, communication",1V13(M) artillery command vehicle (for 1V12(M) 'Mashina-S'/'Faltset' fire control system),Captured,Russia,Kharkiv oblast,,,,,Z,,,
8583,2022-09-14,Tanks,T-62M,Captured,Russia,"Myroliubivka, Beryslav raion","47.408018,33.650454",47.408018,33.650454,,Z,,,
8584,2022-09-14,Tanks,T-72B,Destroyed,Russia,"Izium, Izium raion",,,,,Z,,,
8586,2022-09-14,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,"Slabunivka, Izium raion","49.42721,37.17879",49.42721,37.17879,26th Guards Tank Regiment,"Turretless, Z",,,
8589,2022-09-14,Infantry fighting vehicles,BMP-2(K),Captured,Russia,"Shevchenkove (Shevchenkove rada), Kupiansk raion",,,,,Z,,,
8590,2022-09-14,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,Kharkiv oblast,,,,,,,,
8591,2022-09-14,Transport,Ural-4320,Destroyed,Russia,Kharkiv oblast,,,,,"Z, ☐",,,
8592,2022-09-14,Tanks,T-72BA,Captured,Russia,"Izium, Izium raion",,,,144th Guards Motor Rifle Division,,,,
8593,2022-09-14,Tanks,T-72B3,Captured,Russia,"Izium, Izium raion",,,,2nd Guards Motor Rifle Division,,,,
8594,2022-09-14,Engineering,BREM-1(M) armoured recovery vehicle,Captured,Russia,"Izium, Izium raion",,,,237th Guards Tank Regiment,Z,,,
8599,2022-09-14,Tanks,T-72B3,Captured,Russia,"Dolyna, Kramatorsk raion","49.011108,37.398325",49.011108,37.398325,,Z,,,
8600,2022-09-14,Tanks,T-72B3 Obr. 2016,Destroyed,Russia,"Izium, Izium raion",,,,,Turretless,,,
8602,2022-09-14,Tanks,T-72B3 Obr. 2016,Captured,Russia,Kharkiv oblast,,,,,V,,,
8605,2022-09-14,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,"Dovhenke, Izium raion",,,,,Turretless,,,
8606,2022-09-14,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,"Dovhenke, Izium raion",,,,,,,,
8607,2022-09-14,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,"Dovhenke, Izium raion",,,,,Turretless,,,
8609,2022-09-14,Tanks,T-90A Obr. 2004,Destroyed,Russia,Kherson oblast,,,,20th Guards Motor Rifle Division,Z,,,
8611,2022-09-14,Infantry fighting vehicles,MT-LB(V),Captured,Russia,Kharkiv oblast,,,,,,,,
8612,2022-09-14,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,15th Guards Motor Rifle Regiment,PL-1,,,
8613,2022-09-14,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,15th Guards Motor Rifle Regiment,PL-1,,,
8616,2022-09-14,Infantry fighting vehicles,BMP-1(P),Captured,Russia,"Izium, Izium raion",,,,144th Guards Motor Rifle Division,Z,,,
8618,2022-09-14,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,"Izium, Izium raion",,,,15th Guards Motor Rifle Regiment,PL-1,,,
8619,2022-09-14,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,"Izium, Izium raion",,,,,"Turretless, Shattered",,,
8620,2022-09-14,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,"Izium, Izium raion",,,,488th Motor Rifle Regiment,Turretless,,,
8622,2022-09-14,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,"Izium, Izium raion","49.23519,37.24779",49.23519,37.24779,4th Guards Tank Division,,,,
8623,2022-09-14,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,15th Guards Motor Rifle Regiment,"Z, V, PL-1",,,
8624,2022-09-14,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,"Artemivka, Chuhuiv raion",,,,252nd Guards Motor Rifle Regiment,"Z, ☐",,,
8625,2022-09-14,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,,,,,
8626,2022-09-14,Transport,KamAZ 6x6,Captured,Russia,Kharkiv oblast,,,,15th Guards Motor Rifle Regiment,,,,
8628,2022-09-14,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,4th Guards Tank Division,,,,
8630,2022-09-14,Infantry fighting vehicles,BMO-T,Destroyed,Russia,"Artemivka, Chuhuiv raion","49.90805,37.05595",49.90805,37.05595,1st Guards Mobile NBC Protection Brigade,"Z, ☐",,,
8632,2022-09-14,Infantry fighting vehicles,BTR-82AT,Captured,Russia,"Izium, Izium raion",,,,752nd Motor Rifle Regiment,"Z, Damaged, Armour kit missing",,,
8633,2022-09-14,Infantry fighting vehicles,BTR-82A(M),Captured,Russia,Kharkiv oblast,,,,752nd Motor Rifle Regiment,V,,,
8634,2022-09-14,"Command posts, communication",R-149MA3 command and staff vehicle,Captured,Russia,Kharkiv oblast,,,,1st Guards Motor Rifle Regiment,Z,,,
8638,2022-09-14,Infantry fighting vehicles,BTR-82A(M),Captured,Russia,"Izium, Izium raion",,,,254th Motor Rifle Regiment,"Z, ☐",,,
8639,2022-09-14,Infantry fighting vehicles,BTR-82A(M),Captured,Russia,Kharkiv oblast,,,,752nd Motor Rifle Regiment,"Z, V",,,
8640,2022-09-14,Infantry fighting vehicles,BTR-80,Captured,Russia,"Kupiansk, Kupiansk raion",,,,Rosgvardiya,"Z, PL-1, ☐",,,
8641,2022-09-14,Infantry fighting vehicles,BTR-80,Captured,Russia,"Kupiansk, Kupiansk raion",,,,,Z,,,
8644,2022-09-14,Infantry mobility vehicles,GAZ-233014 'Tigr',Captured,Russia,"Izium, Izium raion","49.192956,37.250604",49.192956,37.250604,Leningrad Military District,Z,,,
8645,2022-09-14,Infantry mobility vehicles,GAZ-233014 'Tigr',Captured,Russia,"Izium, Izium raion","49.192752,37.250525",49.192752,37.250525,,"V, Damaged",,,
8646,2022-09-14,"Command posts, communication",R-149MA1 command and staff vehicle,Destroyed,Russia,"Izium, Izium raion",,,,,"Z, ☐",,,
8648,2022-09-14,"Command posts, communication",R-149MA1 command and staff vehicle,Captured,Russia,Kharkiv oblast,,,,2nd Guards Motor Rifle Division,"Z, ☐",,,
8651,2022-09-14,"Command posts, communication",R-149MA3 command and staff vehicle,Captured,Russia,"Izium, Izium raion",,,,1st Guards Motor Rifle Regiment,"Z, O",,,
8653,2022-09-14,"Command posts, communication",1V14(M) artillery command vehicle (for 1V12(M) 'Mashina-S'/'Faltset' fire control system),Captured,Russia,Kharkiv oblast,,,,99th Self-Propelled Artillery Regiment,Z,,,
8654,2022-09-14,Transport,9T452 transloader (for 9K57 'Uragan'),Captured,Russia,Kharkiv oblast,,,,,,,,
8655,2022-09-14,Transport,9T452 transloader (for 9K57 'Uragan'),Captured,Russia,Kharkiv oblast,,,,,"Z, ☐",,,
8656,2022-09-14,Self-propelled artillery,120mm 2S23 'Nona-SVK',Captured,Russia,"Izium, Izium raion",,,,752nd Motor Rifle Regiment,"Z, ☐",,,
8657,2022-09-14,Self-propelled artillery,152mm 2S5 'Giatsint-S',Captured,Russia,"Izium, Izium raion",,,,,"Z, +",,,
8658,2022-09-14,Self-propelled artillery,152mm 2S5 'Giatsint-S',Captured,Russia,"Izium, Izium raion",,,,,,,,
8660,2022-09-14,Self-propelled artillery,152mm 2S19 'Msta-S',Captured,Russia,Kharkiv oblast,,,,275th Guards Self-Propelled Artillery Regiment,Cope cage,,,
8662,2022-09-14,Transport,Ural-4320,Destroyed,Russia,Kharkiv oblast,,,,,V,,,
8663,2022-09-14,Transport,Ural-4320,Destroyed,Russia,"Izium, Izium raion",,,,,,,,
8664,2022-09-14,Transport,Ural-4320,Captured,Russia,"Izium, Izium raion",,,,,Z,,,
8665,2022-09-14,Transport,Ural-4320 water tanker,Captured,Russia,"Izium, Izium raion",,,,,,,,
8667,2022-09-14,Transport,Ural-63706-0122 'Tornado-U',Captured,Russia,"Izium, Izium raion","49.192385,37.258449",49.192385,37.258449,,Z,,,
8690,2022-09-14,Transport,Ural-4320,Destroyed,Russia,Kharkiv oblast,,,,,Z,,,
8720,2022-09-14,"Command posts, communication",MP-1IM signals vehicle,Captured,Russia,Kharkiv oblast,,,,,"Z, ☐",,,
8775,2022-09-14,Self-propelled artillery,152mm 2S3(M) 'Akatsiya',Destroyed,Russia,"Izium, Izium raion","49.234917,37.245528",49.234917,37.245528,,"Z, ☐",,,
8780,2022-09-14,Transport,Ural-4320 water tanker,Captured,Russia,Kharkiv oblast,,,,,"Z, ☐",,,
8796,2022-09-14,Tanks,T-72B,Captured,Russia,"Izium, Izium raion","49.15592,37.2826",49.15592,37.2826,,Z,,,
8797,2022-09-14,Tanks,T-72B,Captured,Russia,"Izium, Izium raion","49.15562,37.28238",49.15562,37.28238,237th Guards Tank Regiment,Damaged,,,
8802,2022-09-14,"Ambulances, medical vehicles",MT-LB(V) ambulance,Destroyed,Russia,"Izium, Izium raion","49.18521,37.26165",49.18521,37.26165,,"Turretless, V",,,
8805,2022-09-14,Infantry fighting vehicles,MT-LB(V),Captured,Russia,Kharkiv oblast,,,,38th Separate Guards Motor Rifle Brigade,V,,,
8806,2022-09-14,Infantry fighting vehicles,BMP-1(P),Captured,Russia,"Izium, Izium raion",,,,144th Guards Motor Rifle Division,"Z, Damaged",,,
8808,2022-09-14,Infantry fighting vehicles,BMP-1(P),Captured,Russia,"Izium, Izium raion",,,,,Z,,,
8851,2022-09-14,Infantry fighting vehicles,MT-LB(V),Captured,Russia,"Izium, Izium raion",,,,,"Z, Improvised, Additional armour",,,
8852,2022-09-14,Infantry fighting vehicles,MT-LB(V),Captured,Russia,"Izium, Izium raion",,,,,"Z, V, Improvised",,,
8854,2022-09-14,Infantry fighting vehicles,MT-LB(V),Captured,Russia,"Izium, Izium raion",,,,,"Z, Damaged, +",,,
8859,2022-09-14,Infantry fighting vehicles,BMP-2(K),Captured,Russia,Kharkiv oblast,,,,,Z,,,
8930,2022-09-14,Tanks,T-80BV,Destroyed,Russia,"Izium, Izium raion",,,,,"Turretless, Z",,,
8974,2022-09-14,Transport,KamAZ 6x6,Destroyed,Russia,"Nechvolodivka, Kupiansk raion","49.70334,37.49709",49.70334,37.49709,,,,,
8977,2022-09-14,Transport,KamAZ 6x6,Destroyed,Russia,"Nechvolodivka, Kupiansk raion","49.703507,37.497747",49.703507,37.497747,,,,,
