id,date,type,model,status,lost_by,nearest_location,geo,latitude,longitude,unit,tags,comment,sources,photos
602,2022-02-24,Tanks,T-80BVM,Destroyed,Russia,"Kharkiv, Kharkiv raion","50.0549042,36.3615697",50.0549042,36.3615697,71st Guards Motor Rifle Division (ex-200th Brigade),"Turretless, Mine plow/roller",,,
954,2022-02-24,Infantry fighting vehicles,MT-LBVM(K),Destroyed,Russia,"Kharkiv, Kharkiv raion","50.054933,36.360974",50.054933,36.360974,68th Motor Rifle Division (ex-25th Brigade),,,,
1039,2022-02-24,Anti-aircraft systems,MT-LB(V) with ZU-23 AA gun,Destroyed,Russia,"Preobrazhenka, Skadovsk raion","46.191390,33.653860",46.19139,33.65386,,"Z, ⧸",,,
1367,2022-02-24,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,"Rivnopillia, Chernihiv raion","51.6151,31.22244",51.6151,31.22244,74th Separate Guards Motor Rifle Brigade,"Turretless, O",,,
1590,2022-02-24,Infantry fighting vehicles,BMP-2(K),Captured,Russia,"Shchastia, Shchastia raion","48.741018,39.229218",48.741018,39.229218,,Z,,,
2251,2022-02-24,Infantry mobility vehicles,KamAZ-63968 'Typhoon-K',Captured,Russia,"Okhtyrka, Okhtyrka raion","50.312451,34.864655",50.312451,34.864655,96th Separate Reconnaissance Brigade,,,,
2272,2022-02-24,Infantry mobility vehicles,ASN-233115 'Tigr-M SpN',Destroyed,Russia,"Alisivka, Kharkiv raion","50.270580,36.285770",50.27058,36.28577,,,,,
2273,2022-02-24,Infantry mobility vehicles,ASN-233115 'Tigr-M SpN',Destroyed,Russia,"Rivnopillia, Chernihiv raion","51.6164,31.22163",51.6164,31.22163,74th Separate Guards Motor Rifle Brigade,Flipped,,,
2274,2022-02-24,Engineering,MTP-A2.1 recovery vehicle,Destroyed,Russia,"Rivnopillia, Chernihiv raion","51.6164,31.22163",51.6164,31.22163,74th Separate Guards Motor Rifle Brigade,,,,
2374,2022-02-24,Infantry mobility vehicles,Iveco LMV,Captured,Russia,"Chernechchyna, Okhtyrka raion","50.31875,34.782028",50.31875,34.782028,96th Separate Reconnaissance Brigade,,,,
2401,2022-02-24,"Command posts, communication",R-149MA1 command and staff vehicle,Captured,Russia,Kharkiv oblast,,,,,"Z, ☐",,,
2427,2022-02-24,"Command posts, communication",MSh-5350.1 command vehicle,Captured,Russia,"Okhtyrka, Okhtyrka raion","50.312331,34.865166",50.312331,34.865166,96th Separate Reconnaissance Brigade,"KUNG, Additional armour",,,
2545,2022-02-24,Engineering,TMM-3 bridge layer,Captured,Russia,"Okhtyrka, Okhtyrka raion","50.29496,34.88862",50.29496,34.88862,423rd Motor Rifle Regiment,,,,
2612,2022-02-24,Engineering,EOV-3523 (KamAZ 6x6) excavator,Captured,Russia,"Okhtyrka, Okhtyrka raion","50.29504,34.88867",50.29504,34.88867,423rd Motor Rifle Regiment,,,,
2628,2022-02-24,Anti-tank systems,9P149 combat vehicle (for 9K114 'Shturm-S'),Captured,Russia,"Konotop, Konotop raion","51.25051664748468,33.22266558103727",51.25051664748468,33.22266558103727,,"O, Damaged",,,
2852,2022-02-24,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,"Lisne, Kharkiv raion","50.093500,36.263194",50.0935,36.263194,71st Guards Motor Rifle Division (ex-200th Brigade),"Z, ☐",,,
2863,2022-02-24,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Destroyed,Russia,"Lisne, Kharkiv raion","50.095162,36.265003",50.095162,36.265003,71st Guards Motor Rifle Division (ex-200th Brigade),"Z, ☐",,,
2902,2022-02-24,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,"Lisne, Kharkiv raion","50.093798,36.263415",50.093798,36.263415,71st Guards Motor Rifle Division (ex-200th Brigade),"Z, Damaged, ☐",,,
3023,2022-02-24,Anti-aircraft systems,9A331M TLAR (for 9K332 'Tor-M2'),Destroyed,Russia,"Preobrazhenka, Skadovsk raion","46.191417,33.653917",46.191417,33.653917,,Z,,,
3084,2022-02-24,Airplanes,An-26 transport aircraft,Destroyed,Russia,"Uryv-Pokrovka, Ostrogozhsk raion","51.0986,39.14532",51.0986,39.14532,30th Separate Transport Mixed Aviation Regiment,Shattered,,,
3098,2022-02-24,Helicopters,Mi-24P attack helicopter,Destroyed,Russia,"Vyshhorod, Vyshhorod raion","50.610377,30.514823",50.610377,30.514823,17th Guards Army Aviation Brigade,"Shattered, Underwater",,,
3104,2022-02-24,Helicopters,Mi-24VM (Mi-35M) attack helicopter,Destroyed,Russia,Kyiv oblast,,,,16th Army Aviation Brigade,"Shattered, V, Underwater",,,
3125,2022-02-24,Helicopters,Ka-52 'Alligator' attack helicopter,Destroyed,Russia,"Hostomel, Bucha raion","50.59318,30.21376",50.59318,30.21376,319th Separate Helicopter Regiment,Shattered,,,
3128,2022-02-24,Helicopters,Ka-52 'Alligator' attack helicopter,Captured,Russia,"Hostomel, Bucha raion","50.57404,30.19306",50.57404,30.19306,18th Army Aviation Brigade,"V, Damaged",,,
3469,2022-02-24,Transport,Ural-4320,Captured,Russia,"Okhtyrka, Okhtyrka raion",,,,423rd Motor Rifle Regiment,,,,
3670,2022-02-24,"Command posts, communication",AShT-4310 topographic command and staff vehicle,Destroyed,Russia,"Okhtyrka, Okhtyrka raion","50.31167,34.93246",50.31167,34.93246,,KUNG,,,
3827,2022-02-24,Transport,KamAZ 6x6,Destroyed,Russia,"Lisne, Kharkiv raion","50.094139,36.263593",50.094139,36.263593,71st Guards Motor Rifle Division (ex-200th Brigade),Shattered,,,
3880,2022-02-24,Anti-aircraft systems,KamAZ 6x6 with ZU-23 AA gun,Captured,Russia,"Kharkiv, Kharkiv raion","50.054355,36.360811",50.054355,36.360811,Rosgvardiya,"Z, ☐",,,
3901,2022-02-24,Transport,KamAZ 6x6,Captured,Russia,"Okhtyrka, Okhtyrka raion","50.31153,34.93544",50.31153,34.93544,4th Guards Tank Division,,,,
3948,2022-02-24,"Command posts, communication",SA-14RM/SM encryption command post,Captured,Russia,"Okhtyrka, Okhtyrka raion","50.312333,34.915306",50.312333,34.915306,96th Separate Reconnaissance Brigade,"KUNG, Additional armour",,,
4290,2022-02-24,Transport,KamAZ 6x6,Destroyed,Russia,"Lisne, Kharkiv raion","50.094313,36.263719",50.094313,36.263719,71st Guards Motor Rifle Division (ex-200th Brigade),Shattered,,,
6078,2022-02-24,Infantry mobility vehicles,ASN-233115 'Tigr-M SpN',Damaged,Russia,"Kharkiv, Kharkiv raion",,,,,"Z, ☐",,,
6082,2022-02-24,Engineering,IMR-2(M) combat engineering vehicle,Destroyed,Russia,"Snovsk, Koriukivka raion","51.80490,31.96390",51.8049,31.9639,,,,,
6336,2022-02-24,Infantry mobility vehicles,UAZ-394511 'Esaul',Destroyed,Russia,Kyiv oblast,,,,Rosgvardiya,,,,
6600,2022-02-24,Transport,KamAZ 6x6,Captured,Russia,"Okhtyrka, Okhtyrka raion","50.31168090503014,34.935600304335054",50.31168090503014,34.935600304335054,27th Separate Guards Motor Rifle Brigade,"O, Damaged",,,
6910,2022-02-24,Infantry fighting vehicles,MT-LBVM(K),Destroyed,Russia,"Kharkiv, Kharkiv raion","50.054334,36.360510",50.054334,36.36051,68th Motor Rifle Division (ex-25th Brigade),"Z, ☐",,,
6911,2022-02-24,Infantry fighting vehicles,MT-LBVM(K),Destroyed,Russia,"Kharkiv, Kharkiv raion","50.054143,36.360185",50.054143,36.360185,68th Motor Rifle Division (ex-25th Brigade),"Z, ☐",,,
7095,2022-02-24,Transport,KamAZ 6x6,Destroyed,Russia,"Lisne, Kharkiv raion","50.094211,36.263659",50.094211,36.263659,71st Guards Motor Rifle Division (ex-200th Brigade),Shattered,,,
7407,2022-02-24,"Command posts, communication",R-149MA1 command and staff vehicle,Destroyed,Russia,"Liubymivka, Kakhovka raion","46.780108183536385,33.58799011497186",46.78010818353639,33.58799011497186,,,,,
12206,2022-02-24,Infantry fighting vehicles,MT-LBVM(K),Destroyed,Russia,Kharkiv oblast,,,,,"Z, ☐",,,
12716,2022-02-24,Transport,Ural-4320,Destroyed,Russia,"Ivankiv, Vyshhorod raion","50.9277,29.8728",50.9277,29.8728,,V,,,
28309,2022-02-24,Transport,Ural-4320,Destroyed,Russia,"Okhtyrka, Okhtyrka raion","50.308893,34.879350",50.308893,34.87935,,,,,
29241,2022-02-24,Engineering,KMV-10V crane,Captured,Russia,"Okhtyrka, Okhtyrka raion","50.311056,34.944889",50.311056,34.944889,,,,,
38505,2022-02-24,Infantry fighting vehicles,MT-LB(V) with hydraulic dozer blade,Captured,Russia,"Soldatske, Okhtyrka raion","50.419978,35.206466",50.419978,35.206466,13th Guards Tank Regiment,,,,
42827,2022-02-24,Engineering,BAT-2(M) heavy engineering vehicle,Captured,Russia,"Tarasivka, Okhtyrka raion","50.463693,35.292062",50.463693,35.292062,12th Guards Tank Regiment,,,,
217,2022-02-25,Tanks,T-72B Obr. 1989,Destroyed,Russia,"Polubotky, Chernihiv raion","51.57414,31.24478",51.57414,31.24478,,Turretless,,,
312,2022-02-25,Tanks,T-72B Obr. 1989,Damaged,Russia,"Tokmak, Polohy raion","47.262945,35.710239",47.262945,35.710239,,Cope cage,,,
365,2022-02-25,Tanks,T-72B3,Captured,Russia,"Polubotky, Chernihiv raion","51.57423,31.24443",51.57423,31.24443,74th Separate Guards Motor Rifle Brigade,"O, Damaged",,,
486,2022-02-25,Tanks,T-80BV,Destroyed,Russia,"Trostianets, Okhtyrka raion","50.45074,34.95249",50.45074,34.95249,423rd Motor Rifle Regiment,Turretless,,,
857,2022-02-25,Infantry fighting vehicles,MT-LB(V) with hydraulic dozer blade,Destroyed,Russia,"Konotop, Konotop raion","51.268058,33.173111",51.268058,33.173111,,O,,,
1054,2022-02-25,"Command posts, communication",R-149BMRg command and staff vehicle,Destroyed,Russia,"Konotop, Konotop raion","51.24935554119352,33.22148118650365",51.24935554119352,33.22148118650365,,O,,,
1373,2022-02-25,Infantry fighting vehicles,BMP-2(K),Destroyed,Russia,"Horodnia, Chernihiv raion","51.87338,31.57528",51.87338,31.57528,,Turretless,,,
2186,2022-02-25,Infantry fighting vehicles,BTR-D,Destroyed,Russia,"Dymer, Vyshhorod raion","50.78576,30.27426",50.78576,30.27426,VDV (Russian Airborne Forces),V,,,
2189,2022-02-25,Infantry fighting vehicles,BTR-D,Destroyed,Russia,"Antonivka, Kherson raion","46.67729,32.71768",46.67729,32.71768,11th Separate Guards Air Assault Brigade,⧸,,,
2190,2022-02-25,Infantry fighting vehicles,BTR-D,Destroyed,Russia,"Antonivka, Kherson raion","46.677387,32.717733",46.677387,32.717733,11th Separate Guards Air Assault Brigade,,,,
2322,2022-02-25,Infantry mobility vehicles,ASN-233115 'Tigr-M SpN',Captured,Russia,"Rivnopillia, Chernihiv raion","51.614216,31.222922",51.614216,31.222922,74th Separate Guards Motor Rifle Brigade,O,,,
2454,2022-02-25,"Command posts, communication",R-419L1 communications station,Destroyed,Russia,"Horodnia, Chernihiv raion","51.8736,31.57545",51.8736,31.57545,,KUNG,,,
2476,2022-02-25,Engineering,BAT-2(M) heavy engineering vehicle,Destroyed,Russia,"Horodnia, Chernihiv raion","51.87357,31.57507",51.87357,31.57507,,,,,
2490,2022-02-25,Engineering,BREM-1(M) armoured recovery vehicle,Captured,Russia,"Tarasivka, Okhtyrka raion","50.463533,35.291867",50.463533,35.291867,12th Guards Tank Regiment,,,,
2527,2022-02-25,Engineering,PTS-2 tracked amphibious transport,Captured,Russia,"Horodnia, Chernihiv raion","51.87294,31.57418",51.87294,31.57418,,O,,,
2528,2022-02-25,Engineering,PTS-2 tracked amphibious transport,Captured,Russia,"Horodnia, Chernihiv raion","51.87295,31.57404",51.87295,31.57404,,,,,
2534,2022-02-25,Engineering,TMM-3M2 bridge layer,Destroyed,Russia,"Horodnia, Chernihiv raion","51.87284,31.57396",51.87284,31.57396,,,,,
2535,2022-02-25,Engineering,TMM-3M2 bridge layer,Destroyed,Russia,"Horodnia, Chernihiv raion","51.87289,31.57392",51.87289,31.57392,,O,,,
2543,2022-02-25,Engineering,TMM-3 bridge layer,Destroyed,Russia,"Horodnia, Chernihiv raion","51.87329,31.57544",51.87329,31.57544,,O,,,
2565,2022-02-25,Engineering,KamAZ 8x8 (for PP-2005 floating bridge system),Destroyed,Russia,"Horodnia, Chernihiv raion","51.87281,31.57352",51.87281,31.57352,,,,,
2609,2022-02-25,Engineering,EOV-3523 (KamAZ 6x6) excavator,Destroyed,Russia,"Horodnia, Chernihiv raion","51.87354,31.57524",51.87354,31.57524,,Shattered,,,
2616,2022-02-25,Engineering,KS-45719-7M crane,Destroyed,Russia,"Horodnia, Chernihiv raion","51.8735,31.5751",51.8735,31.5751,,O,,,
2702,2022-02-25,Towed artillery,152mm 2A65 'Msta-B' howitzer,Damaged,Russia,"Radensk, Kherson raion","46.591944,32.881423",46.591944,32.881423,,,,,
2703,2022-02-25,Transport,KamAZ 6x6,Destroyed,Russia,"Radensk, Kherson raion","46.591412,32.882560",46.591412,32.88256,,,,,
2704,2022-02-25,Towed artillery,152mm 2A65 'Msta-B' howitzer,Destroyed,Russia,"Radensk, Kherson raion","46.592235,32.880839",46.592235,32.880839,,,,,
2717,2022-02-25,Towed artillery,152mm 2A65 'Msta-B' howitzer,Damaged,Russia,"Radensk, Kherson raion",,,,,,,,
2967,2022-02-25,Anti-aircraft systems,2S6M combat vehicle (for 2K22M 'Tunguska-M'),Captured,Russia,"Rohan, Kharkiv raion","49.916748722134784,36.4752221008667",49.916748722134784,36.4752221008667,69th Guards Motor Rifle Division (ex-138th Brigade),Z,,,
3054,2022-02-25,Airplanes,Su-25SM close air support aircraft,Destroyed,Russia,"Vyshehrad, Bucha raion","50.4600328,29.925852",50.4600328,29.925852,18th Guards Assault Aviation Regiment,Shattered,,,
3068,2022-02-25,Airplanes,Su-30SM multirole aircraft,Destroyed,Russia,"Millerovo airbase, Millerovo raion","48.9523,40.30617",48.9523,40.30617,31st Guards Fighter Aviation Regiment,,,,
3109,2022-02-25,Helicopters,Mi-28N attack helicopter,Destroyed,Russia,"Blystavytsia, Bucha raion","50.59786,30.19049",50.59786,30.19049,39th Separate Helicopter Regiment,Shattered,,,
3126,2022-02-25,Helicopters,Ka-52 'Alligator' attack helicopter,Destroyed,Russia,"Ozera, Bucha raion","50.616142,30.194745",50.616142,30.194745,18th Army Aviation Brigade,Shattered,,,
3258,2022-02-25,Transport,9T452 transloader (for 9K57 'Uragan'),Destroyed,Russia,"Trostianets, Okhtyrka raion","50.49925,34.97066",50.49925,34.97066,4th Guards Tank Division,,,,
3289,2022-02-25,Transport,Ural-4320,Destroyed,Russia,"Sumy, Sumy raion","50.88194,34.78467",50.88194,34.78467,,KUNG,,,
3290,2022-02-25,Transport,Ural-4320 fuel tanker,Destroyed,Russia,"Sumy, Sumy raion","50.88214,34.78471",50.88214,34.78471,Moskva (ex-Western) Military District,,,,
3671,2022-02-25,"Command posts, communication",R-142NSA command and signals vehicle,Destroyed,Russia,"Hostomel, Bucha raion","50.553151,30.283151",50.553151,30.283151,,KUNG,,,
3672,2022-02-25,Transport,KamAZ Avtozaks,Destroyed,Russia,"Hostomel, Bucha raion","50.553175,30.283497",50.553175,30.283497,Rosgvardiya,,,,
3676,2022-02-25,Transport,KamAZ 6x6,Destroyed,Russia,"Sumy, Sumy raion","50.88174,34.7845",50.88174,34.7845,,KUNG,,,
3714,2022-02-25,Transport,KamAZ 6x6,Destroyed,Russia,"Horodnia, Chernihiv raion","51.8728,31.57384",51.8728,31.57384,,,,,
3715,2022-02-25,Transport,KamAZ 6x6,Destroyed,Russia,"Horodnia, Chernihiv raion","51.87286,31.57374",51.87286,31.57374,,Shattered,,,
3954,2022-02-25,Transport,KamAZ 6x6 fuel tanker,Destroyed,Russia,"Sumy, Sumy raion","50.88231,34.78467",50.88231,34.78467,Moskva (ex-Western) Military District,,,,
4036,2022-02-25,Transport,KamAZ-63501AT 'Medved' artillery tractor,Destroyed,Russia,"Radensk, Kherson raion","46.591897,32.881547",46.591897,32.881547,,,,,
4037,2022-02-25,Transport,KamAZ-63501AT 'Medved' artillery tractor,Destroyed,Russia,"Radensk, Kherson raion","46.591835,32.881744",46.591835,32.881744,Southern Military District,Z,,,
4039,2022-02-25,Transport,KamAZ-63501AT 'Medved' artillery tractor,Damaged,Russia,"Radensk, Kherson raion","46.591750,32.882000",46.59175,32.882,,Z,,,
4040,2022-02-25,Transport,KamAZ-63501AT 'Medved' artillery tractor,Damaged,Russia,"Radensk, Kherson raion","46.591611,32.882222",46.591611,32.882222,Southern Military District,Z,,,
5639,2022-02-25,Infantry fighting vehicles,MT-LB(V),Destroyed,Russia,"Horodnia, Chernihiv raion","51.869744,31.559906",51.869744,31.559906,,,,,
7548,2022-02-25,Engineering,KS-45719-7M crane,Destroyed,Russia,"Kalynivka (Talalaivka hromada), Nizhyn raion","50.896997,32.060593",50.896997,32.060593,,,,,
8557,2022-02-25,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,"Zaozerne, Kakhovka raion","46.587708,33.975380",46.587708,33.97538,,Z,,,
13346,2022-02-25,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,"Zaozerne, Kakhovka raion","46.587590,33.975739",46.58759,33.975739,,Turretless,,,
14197,2022-02-25,Transport,KamAZ-63501AT 'Medved' artillery tractor,Destroyed,Russia,"Radensk, Kherson raion","46.592182,32.880949",46.592182,32.880949,,,,,
14200,2022-02-25,Transport,KamAZ-63501AT 'Medved' artillery tractor,Destroyed,Russia,"Radensk, Kherson raion","46.590280,32.885069",46.59028,32.885069,,Z,,,
33225,2022-02-25,Transport,Ural-4320 fuel tanker,Captured,Russia,"Rykun, Vyshhorod raion","50.787843,30.256498",50.787843,30.256498,55th Guards Naval Infantry Division (ex-155th Brigade),"V, Improvised",,,
54,2022-02-26,Tanks,T-72B,Destroyed,Russia,"Metolchyne, Siverskodonetsk raion","48.936789,38.600982",48.936789,38.600982,,Z,,,
140,2022-02-26,Tanks,T-72B,Damaged,Russia,Chernihiv oblast,,,,,"Cope cage, Flipped, Underwater",,,
194,2022-02-26,Tanks,T-72B Obr. 1989,Destroyed,Russia,"Chernihiv, Chernihiv raion","51.52994715495494,31.317462261268542",51.52994715495494,31.317462261268545,35th Separate Guards Motor Rifle Brigade,"Turretless, O, Cope cage",,,
233,2022-02-26,Tanks,T-72B Obr. 1989,Captured,Russia,"Chernihiv, Chernihiv raion","51.52802,31.3362",51.52802,31.3362,35th Separate Guards Motor Rifle Brigade,O,,,
565,2022-02-26,Tanks,T-80U,Captured,Russia,"Pedorychi, Myrhorod raion","50.413412,34.288066",50.413412,34.288066,4th Guards Tank Division,,,,
596,2022-02-26,Tanks,T-80UE-1,Captured,Russia,"Trostianets, Okhtyrka raion","50.47681882595542,34.92351389461564",50.47681882595542,34.92351389461564,4th Guards Tank Division,"O, Damaged",,,
824,2022-02-26,Infantry fighting vehicles,MT-LB(V),Destroyed,Russia,"Rykove, Henichesk raion",,,,,Turretless,,,
990,2022-02-26,Infantry fighting vehicles,MT-LBVM(K),Captured,Russia,"Kharkiv raion, Kharkiv oblast",,,,71st Guards Motor Rifle Division (ex-200th Brigade),"Z, ☐",,,
991,2022-02-26,Infantry fighting vehicles,MT-LBVM(K),Captured,Russia,"Kharkiv, Kharkiv raion","49.92860206067584,36.44745673693705",49.92860206067584,36.44745673693705,69th Guards Motor Rifle Division (ex-138th Brigade),"Z, ☐",,,
1069,2022-02-26,"Command posts, communication",1V14(M) artillery command vehicle (for 1V12(M) 'Mashina-S'/'Faltset' fire control system),Captured,Russia,"Tokari (Bezdryk hromada), Sumy raion","50.91855,34.9073",50.91855,34.9073,27th Separate Guards Motor Rifle Brigade,,,,
1087,2022-02-26,Anti-aircraft systems,2S1 'Gvozdika' with ZU-23 AA gun,Captured,Russia,Luhansk oblast,,,,,,,,
1340,2022-02-26,Infantry fighting vehicles,BMP-1(P),Captured,Russia,"Chernihiv, Chernihiv raion","51.52953,31.33668",51.52953,31.33668,35th Separate Guards Motor Rifle Brigade,O,,,
1581,2022-02-26,Infantry fighting vehicles,BMP-2(K),Captured,Russia,"Yaseny, Sumy raion","50.85205,34.67786",50.85205,34.67786,15th Guards Motor Rifle Regiment,PL-1,,,
1591,2022-02-26,Infantry fighting vehicles,BMP-2(K),Captured,Russia,South Ukraine,,,,,Z,,,
1592,2022-02-26,Infantry fighting vehicles,BMP-2(K),Captured,Russia,,,,,,,,,
1801,2022-02-26,Infantry fighting vehicles,BMD-2,Destroyed,Russia,"Bucha, Bucha raion","50.54355,30.22694",50.54355,30.22694,VDV (Russian Airborne Forces),"Turretless, Shattered, V",,,
1911,2022-02-26,Infantry fighting vehicles,BMD-4M,Destroyed,Russia,Kherson oblast,,,,VDV (Russian Airborne Forces),"Turretless, Shattered, Z",,,
1959,2022-02-26,Infantry fighting vehicles,BTR-82A(M),Destroyed,Russia,"Kosivshchyna, Sumy raion","50.91033,34.71274",50.91033,34.71274,27th Separate Guards Motor Rifle Brigade,"Turretless, Shattered",,,
2125,2022-02-26,Infantry fighting vehicles,BTR-70M,Destroyed,Russia,"Mykhailivka, Kharkiv raion","50.059290,36.52392",50.05929,36.52392,,,,,
2215,2022-02-26,"Command posts, communication",BMD-1KSh-A command and staff vehicle,Captured,Russia,"Tokarivka, Kherson raion","46.748778,32.964972",46.748778,32.964972,VDV (Russian Airborne Forces),Z,,,
2275,2022-02-26,Infantry mobility vehicles,AMN-233114 'Tigr-M' with 'Arbalet-DM',Destroyed,Russia,"Solontsi, Kherson raion","46.55257,32.66277",46.55257,32.66277,,,,,
2277,2022-02-26,Infantry mobility vehicles,GAZ-233036 SPM-2 'Tigr',Destroyed,Russia,"Mykhailivka, Kharkiv raion","50.05902,36.5232",50.05902,36.5232,Rosgvardiya,"Z, ☐",,,
2453,2022-02-26,"Command posts, communication",R-166-0.5 'Artek' radio station based on BTR-80,Captured,Russia,"Chernihiv, Chernihiv raion","51.52927,31.33677",51.52927,31.33677,35th Separate Guards Motor Rifle Brigade,O,,,
2458,2022-02-26,"Command posts, communication",MPUS-K mobile command post,Destroyed,Russia,"Tovstolis, Chernihiv raion","51.583172,31.363260",51.583172,31.36326,,KUNG,,,
2500,2022-02-26,Engineering,BREM-K armoured recovery vehicle,Captured,Russia,"Tokari (Bezdryk hromada), Sumy raion","50.91313,34.90297",50.91313,34.90297,27th Separate Guards Motor Rifle Brigade,,,,
2532,2022-02-26,Engineering,TMM-3M2 bridge layer,Destroyed,Russia,"Kudriave, Kakhovka raion","46.51144,33.49601",46.51144,33.49601,,,,,
2540,2022-02-26,Engineering,TMM-3 bridge layer,Captured,Russia,"Vorozhba (Lebedyn hromada), Sumy raion","50.708374,34.641816",50.708374,34.641816,15th Guards Motor Rifle Regiment,Damaged,,,
2557,2022-02-26,Engineering,River link pontoon (for PMP(-M) floating bridge system),Destroyed,Russia,"Chorna Dolyna, Kakhovka raion","46.554756,33.488056",46.554756,33.488056,,⧸,,,
2558,2022-02-26,Engineering,River link pontoon (for PMP(-M) floating bridge system),Destroyed,Russia,"Bohdanivka, Kakhovka raion","46.555306,33.488098",46.555306,33.488098,,,,,
2559,2022-02-26,Engineering,River link pontoon (for PMP(-M) floating bridge system),Destroyed,Russia,"Bohdanivka, Kakhovka raion","46.555465,33.488089",46.555465,33.488089,,⧸,,,
2904,2022-02-26,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,"Prudianka, Kharkiv raion","50.231908,36.167036",50.231908,36.167036,71st Guards Motor Rifle Division (ex-200th Brigade),,,,
2906,2022-02-26,Rocket and missile artillery,122mm 2B17 BM-21-1 (for 9K51 'Grad'),Captured,Russia,"Prudianka, Kharkiv raion","50.231944,36.167231",50.231944,36.167231,71st Guards Motor Rifle Division (ex-200th Brigade),,,,
2991,2022-02-26,Anti-aircraft systems,9A310M1-2 TELAR (for 9K37M1-2 'Buk-M1-2'),Damaged,Russia,Belgorod oblast,,,,,,,,
3101,2022-02-26,Helicopters,Mi-24VM (Mi-35M) attack helicopter,Destroyed,Russia,"Sahy, Kherson raion","46.61394,32.79483",46.61394,32.79483,,"Shattered, Flipped",,,
3236,2022-02-26,"Command posts, communication",1V110 'Beryoza' artillery command vehicle (for 1V17 'Mashina-B' fire control system),Destroyed,Russia,"Prudianka, Kharkiv raion","50.231866,36.166542",50.231866,36.166542,71st Guards Motor Rifle Division (ex-200th Brigade),KUNG,,,
3278,2022-02-26,Transport,GAZ-3308 'Sadko',Captured,Russia,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05844,36.52182",50.05844,36.52182,,,,,
3279,2022-02-26,Transport,GAZ-3308 'Sadko',Captured,Russia,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05839,36.52179",50.05839,36.52179,Rosgvardiya,"Z, ☐",,,
3280,2022-02-26,Transport,GAZ-3308 'Sadko',Captured,Russia,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05343,36.50936",50.05343,36.50936,,Z,,,
3282,2022-02-26,Transport,KamAZ 6x6,Destroyed,Russia,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05812,36.52114",50.05812,36.52114,,KUNG,,,
3470,2022-02-26,Engineering,MTO-AM1 maintenance vehicle,Captured,Russia,"Sumy, Sumy raion","50.94401,34.77815",50.94401,34.77815,,"Z, ☐, KUNG",,,
3527,2022-02-26,Transport,Ural-4320 fuel tanker,Destroyed,Russia,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05857,36.5222",50.05857,36.5222,,Flipped,,,
3556,2022-02-26,Transport,Ural-4320 fuel tanker,Destroyed,Russia,"Dymer, Vyshhorod raion","50.78747,30.31505",50.78747,30.31505,55th Guards Naval Infantry Division (ex-155th Brigade),"V, Improvised",,,
3618,2022-02-26,Transport,2F510A transport vehicle (for 2S12 'Sani' mortar),Captured,Russia,"Kharkiv raion, Kharkiv oblast",,,,,"Z, ☐",,,
3619,2022-02-26,Transport,2F510A transport vehicle (for 2S12 'Sani' mortar),Captured,Russia,"Kharkiv raion, Kharkiv oblast",,,,71st Guards Motor Rifle Division (ex-200th Brigade),"Z, ☐",,,
3637,2022-02-26,Transport,'Federal-42591',Destroyed,Russia,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05774,36.51997",50.05774,36.51997,Rosgvardiya,"Z, ☐",,,
3644,2022-02-26,Transport,Ural-4320 'Zvezda-V',Captured,Russia,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.058,36.52058",50.058,36.52058,Rosgvardiya,"Z, ☐",,,
3645,2022-02-26,Transport,Ural-4320 'Zvezda-V',Captured,Russia,"Oleksandrivka (Tsyrkuny hromada), Kharkiv raion","50.05779,36.52014",50.05779,36.52014,Rosgvardiya,"Z, ☐",,,
3673,2022-02-26,Transport,KamAZ 6x6,Destroyed,Russia,"Kudriave, Kakhovka raion","46.51226,33.49581",46.51226,33.49581,,,,,
3674,2022-02-26,Transport,KamAZ 6x6 fuel tanker,Destroyed,Russia,"Kudriave, Kakhovka raion","46.51183,33.49591",46.51183,33.49591,,Shattered,,,
3675,2022-02-26,Transport,KamAZ 6x6,Destroyed,Russia,"Kudriave, Kakhovka raion","46.51153,33.49599",46.51153,33.49599,,Shattered,,,
3678,2022-02-26,Engineering,MTO-AG-3M maintenance vehicle,Destroyed,Russia,"Mykhailivka, Kharkiv raion","50.0592,36.5237",50.0592,36.5237,,KUNG,,,
3679,2022-02-26,Engineering,MTO-AG-3M maintenance vehicle,Destroyed,Russia,"Mykhailivka, Kharkiv raion","50.05898,36.52322",50.05898,36.52322,,KUNG,,,
